sample	Chrom	start	end	class	nMaj1_A	nMin1_A	frac1_A	nMaj2_A	nMin2_A	code_batt
09-36389T--09-36389N	1	201556396	204879972	normal	1	1	0.105541616912419	2	1	subclonal
09-36389T--09-36389N	1	204902853	248935535	normal	1	1	1	NA	NA	no_sub
09-36389T--09-36389N	2	23368	242043544	normal	1	1	1	NA	NA	no_sub
09-36389T--09-36389N	3	18519	126969428	normal	1	1	1	NA	NA	no_sub
09-36389T--09-36389N	3	126972099	198116021	gain_2	3	1	1	NA	NA	no_sub
09-36389T--09-36389N	4	11870	189799723	normal	1	1	1	NA	NA	no_sub
09-36389T--09-36389N	5	850088	181288809	normal	1	1	1	NA	NA	no_sub
09-36389T--09-36389N	6	205696	170612497	normal	1	1	1	NA	NA	no_sub
09-36389T--09-36389N	7	80500	134251499	normal	1	1	1	NA	NA	no_sub
09-36389T--09-36389N	7	134256197	134365518	deletion	1	0	0.670843787315686	1	1	subclonal
09-36389T--09-36389N	7	134368679	159330245	normal	1	1	1	NA	NA	no_sub
09-36389T--09-36389N	8	116822	145075236	normal	1	1	1	NA	NA	no_sub
09-36389T--09-36389N	9	203937	38774354	normal	1	1	1	NA	NA	no_sub
09-36389T--09-36389N	9	61665362	61687984	normal	1	1	1	NA	NA	no_sub
09-36389T--09-36389N	9	68416929	138175313	normal	1	1	1	NA	NA	no_sub
09-36389T--09-36389N	10	48486	31889194	normal	1	1	1	NA	NA	no_sub
09-36389T--09-36389N	10	31942452	34109888	gain	2	1	1	NA	NA	no_sub
09-36389T--09-36389N	10	34128907	133422185	normal	1	1	1	NA	NA	no_sub
09-36389T--09-36389N	11	197337	134999702	normal	1	1	1	NA	NA	no_sub
09-36389T--09-36389N	12	79119	52328326	normal	1	1	1	NA	NA	no_sub
09-36389T--09-36389N	12	52377446	54514197	gain	2	1	1	NA	NA	no_sub
09-36389T--09-36389N	12	54539273	133236886	normal	1	1	1	NA	NA	no_sub
09-36389T--09-36389N	13	18875648	31936536	normal	1	1	1	NA	NA	no_sub
09-36389T--09-36389N	13	31938367	114334995	deletion	1	0	1	NA	NA	no_sub
09-36389T--09-36389N	14	19956892	106881246	normal	1	1	1	NA	NA	no_sub
09-36389T--09-36389N	15	19811558	19989705	normal	1	1	1	NA	NA	no_sub
09-36389T--09-36389N	15	23371286	67803589	normal	1	1	1	NA	NA	no_sub
09-36389T--09-36389N	15	67804189	87298953	normal	1	1	0.217348914798364	2	1	subclonal
09-36389T--09-36389N	15	87301512	93836711	deletion	1	0	0.813143984625073	1	1	subclonal
09-36389T--09-36389N	15	93857533	101895679	deletion	1	0	0.760289625624443	1	1	subclonal
09-36389T--09-36389N	16	34870	89997192	normal	1	1	1	NA	NA	no_sub
09-36389T--09-36389N	17	151872	79990249	normal	1	1	1	NA	NA	no_sub
09-36389T--09-36389N	18	125371	79985348	normal	1	1	1	NA	NA	no_sub
09-36389T--09-36389N	19	226776	58577240	normal	1	1	1	NA	NA	no_sub
09-36389T--09-36389N	20	20008248	38463439	normal	1	1	1	NA	NA	no_sub
09-36389T--09-36389N	20	38463461	38463879	LOH	2	0	1	NA	NA	no_sub
09-36389T--09-36389N	20	38463903	64324353	normal	1	1	1	NA	NA	no_sub
09-36389T--09-36389N	21	13900911	46682701	normal	1	1	1	NA	NA	no_sub
09-36389T--09-36389N	22	16385463	22343138	normal	1	1	1	NA	NA	no_sub
09-36389T--09-36389N	22	22344037	22896030	deletion	1	0	1	NA	NA	no_sub
09-36389T--09-36389N	22	22917062	49999695	normal	1	1	1	NA	NA	no_sub
09-36389T--09-36389N	X	1344837	2698739	gain_2	3	1	0.8820998983556	3	2	subclonal
09-36389T--09-36389N	X	155703951	155999818	deletion	1	0	0.920014336890082	1	1	subclonal
10-17030T--10-17030N	1	834801	158137857	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	1	158158725	159419962	deletion	1	0	1	NA	NA	no_sub
10-17030T--10-17030N	1	159426680	159529084	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	1	159530119	159898076	deletion	1	0	1	NA	NA	no_sub
10-17030T--10-17030N	1	159914319	187402263	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	1	187405349	189014495	deletion	1	0	1	NA	NA	no_sub
10-17030T--10-17030N	1	189015190	191892584	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	1	191896261	192312290	deletion	1	0	1	NA	NA	no_sub
10-17030T--10-17030N	1	192314099	193304936	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	1	193414434	195301905	deletion	1	0	1	NA	NA	no_sub
10-17030T--10-17030N	1	195322826	209573305	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	1	209573928	210540270	deletion	1	0	1	NA	NA	no_sub
10-17030T--10-17030N	1	210541052	213692178	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	1	213693104	214167396	deletion	1	0	1	NA	NA	no_sub
10-17030T--10-17030N	1	214171050	218922040	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	1	219093016	219334977	deletion	1	0	1	NA	NA	no_sub
10-17030T--10-17030N	1	219349549	227492606	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	1	227508332	233274757	deletion	1	0	1	NA	NA	no_sub
10-17030T--10-17030N	1	233275103	248914941	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	2	38938	88860182	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	2	88862035	91989950	deletion	1	0	1	NA	NA	no_sub
10-17030T--10-17030N	2	91997792	106759261	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	2	106759657	156816316	deletion	1	0	0.892865114867097	1	1	subclonal
10-17030T--10-17030N	2	156840979	242043544	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	3	18918	1016534	deletion	1	0	0.433302188097266	1	1	subclonal
10-17030T--10-17030N	3	1019565	11877450	deletion	1	0	1	NA	NA	no_sub
10-17030T--10-17030N	3	11900652	13567156	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	3	13568499	13676666	deletion	1	0	0.669648836150323	1	1	subclonal
10-17030T--10-17030N	3	13678349	13863503	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	3	13881238	26209094	deletion	1	0	1	NA	NA	no_sub
10-17030T--10-17030N	3	26213723	58883452	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	3	58887712	60046658	deletion	1	0	1	NA	NA	no_sub
10-17030T--10-17030N	3	60048253	64377872	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	3	64377888	74010665	deletion	1	0	1	NA	NA	no_sub
10-17030T--10-17030N	3	74012141	75804695	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	3	75808465	77762100	deletion	1	0	1	NA	NA	no_sub
10-17030T--10-17030N	3	77772828	89030403	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	3	89031471	90455495	deletion	1	0	1	NA	NA	no_sub
10-17030T--10-17030N	3	93798823	148607506	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	3	148610063	157314691	normal	1	1	0.797076110257476	2	1	subclonal
10-17030T--10-17030N	3	157315649	163407321	normal	1	1	0.308749588489985	2	1	subclonal
10-17030T--10-17030N	3	163407534	194223762	normal	1	1	0.80867176109991	2	1	subclonal
10-17030T--10-17030N	3	194225309	198095087	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	4	72156	189869091	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	5	851092	181315811	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	6	147750	143638046	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	6	143640114	144040398	deletion	1	0	1	NA	NA	no_sub
10-17030T--10-17030N	6	144042313	144969144	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	6	144974852	153842039	deletion	1	0	1	NA	NA	no_sub
10-17030T--10-17030N	6	153842422	165583773	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	6	165600260	170572962	deletion	1	0	1	NA	NA	no_sub
10-17030T--10-17030N	6	170574939	170612497	normal	1	1	0.927605531226993	2	1	subclonal
10-17030T--10-17030N	7	82180	57988182	normal	1	1	0.737963498897696	2	1	subclonal
10-17030T--10-17030N	7	61075640	159295587	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	8	205687	145075605	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	9	215057	24283239	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	9	24307766	25347476	deletion	1	0	1	NA	NA	no_sub
10-17030T--10-17030N	9	25348662	37573333	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	9	37576103	38773523	deletion	1	0	1	NA	NA	no_sub
10-17030T--10-17030N	9	61665362	61687984	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	9	68422860	71010982	deletion	1	0	0.424655359509962	1	1	subclonal
10-17030T--10-17030N	9	71013113	74023665	deletion	1	0	1	NA	NA	no_sub
10-17030T--10-17030N	9	74056443	74711746	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	9	74787229	75481156	deletion	1	0	1	NA	NA	no_sub
10-17030T--10-17030N	9	75505412	86384661	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	9	86408404	88559810	deletion	1	0	1	NA	NA	no_sub
10-17030T--10-17030N	9	88583067	90430265	deletion	1	0	0.407612335048023	1	1	subclonal
10-17030T--10-17030N	9	90478305	90630330	deletion	1	0	1	NA	NA	no_sub
10-17030T--10-17030N	9	90630876	91615454	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	9	91639898	92709670	deletion	1	0	1	NA	NA	no_sub
10-17030T--10-17030N	9	92711437	94446784	deletion	1	0	0.418530522593953	1	1	subclonal
10-17030T--10-17030N	9	94447171	98898799	deletion	1	0	1	NA	NA	no_sub
10-17030T--10-17030N	9	98899560	100411747	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	9	100451665	101806916	deletion	1	0	1	NA	NA	no_sub
10-17030T--10-17030N	9	101808787	138175313	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	10	49156	133384423	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	11	249560	22742337	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	11	22800137	26531493	deletion	1	0	1	NA	NA	no_sub
10-17030T--10-17030N	11	26570814	26829145	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	11	26843632	29350372	deletion	1	0	1	NA	NA	no_sub
10-17030T--10-17030N	11	29358647	31149537	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	11	31155713	31331949	deletion	1	0	1	NA	NA	no_sub
10-17030T--10-17030N	11	31333931	32812335	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	11	32814344	34005847	deletion	1	0	1	NA	NA	no_sub
10-17030T--10-17030N	11	34072549	36522194	deletion	1	0	0.434366812638047	1	1	subclonal
10-17030T--10-17030N	11	36527228	39098333	deletion	1	0	1	NA	NA	no_sub
10-17030T--10-17030N	11	39098611	40892768	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	11	40897023	43243251	deletion	1	0	1	NA	NA	no_sub
10-17030T--10-17030N	11	43245284	43542682	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	11	43671503	43795634	deletion	1	0	0.739751502883315	2	0	subclonal
10-17030T--10-17030N	11	43826889	50816181	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	11	54541311	84002613	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	11	84002985	89010188	deletion	1	0	1	NA	NA	no_sub
10-17030T--10-17030N	11	89010867	89116266	deletion	1	0	0.240386761694987	1	1	subclonal
10-17030T--10-17030N	11	89116691	91294862	deletion	1	0	1	NA	NA	no_sub
10-17030T--10-17030N	11	91295449	91802786	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	11	91812305	111305626	deletion	1	0	1	NA	NA	no_sub
10-17030T--10-17030N	11	111308329	111336546	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	11	111389151	112698067	deletion	1	0	1	NA	NA	no_sub
10-17030T--10-17030N	11	112699286	113135790	normal	1	1	0.894265973239423	2	1	subclonal
10-17030T--10-17030N	11	113162979	117769227	deletion	1	0	0.718208793530891	2	0	subclonal
10-17030T--10-17030N	11	117776187	120154119	normal	1	1	0.519226476610025	2	1	subclonal
10-17030T--10-17030N	11	120182942	124016607	deletion	1	0	0.492010345330455	2	0	subclonal
10-17030T--10-17030N	11	124147847	134999713	normal	1	1	0.489791362933088	2	1	subclonal
10-17030T--10-17030N	12	79119	133244280	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	13	18881817	46991071	deletion	1	0	0.0569913903106637	1	1	subclonal
10-17030T--10-17030N	13	46991647	60669509	deletion	1	0	0.388828356474379	1	1	subclonal
10-17030T--10-17030N	13	60693848	114341035	deletion	1	0	0.0669648836150338	1	1	subclonal
10-17030T--10-17030N	14	19970573	63759246	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	14	63761259	77483544	deletion	1	0	0.243508667691027	1	1	subclonal
10-17030T--10-17030N	14	77484781	106881246	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	15	19796459	101608463	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	16	34870	36047681	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	16	46444564	89997732	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	17	151872	22143735	deletion	1	0	0.418530522593953	1	1	subclonal
10-17030T--10-17030N	17	22197139	79999964	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	18	125371	79998683	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	19	255924	49764784	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	19	49766073	53016164	normal	1	1	0.83766088820598	2	1	subclonal
10-17030T--10-17030N	19	53016543	55856705	normal	1	1	0.479162016327531	2	1	subclonal
10-17030T--10-17030N	19	55856794	58580561	normal	1	1	0.718042595305124	2	1	subclonal
10-17030T--10-17030N	20	20002746	64324353	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	21	13916314	46682701	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	22	16385677	49999547	normal	1	1	1	NA	NA	no_sub
10-17030T--10-17030N	X	1348068	2699855	deletion	1	0	0.137363863825707	1	1	subclonal
10-17030T--10-17030N	X	155703951	155963939	deletion	1	0	0.343409659564269	1	1	subclonal
10-17031T--10-17031N	1	841166	99936101	whole_chrom_dup	2	2	1	NA	NA	no_sub
10-17031T--10-17031N	1	99937062	102049801	LOH	2	0	1	NA	NA	no_sub
10-17031T--10-17031N	1	102050636	248907069	whole_chrom_dup	2	2	1	NA	NA	no_sub
10-17031T--10-17031N	2	16078	242043544	whole_chrom_dup	2	2	1	NA	NA	no_sub
10-17031T--10-17031N	3	18519	161690833	whole_chrom_dup	2	2	1	NA	NA	no_sub
10-17031T--10-17031N	3	161692769	198116021	whole_chrom_dup	4	2	1	NA	NA	no_sub
10-17031T--10-17031N	4	77899	8943279	whole_chrom_dup	2	2	1	NA	NA	no_sub
10-17031T--10-17031N	4	9186946	9196570	gain_3	4	1	1	NA	NA	no_sub
10-17031T--10-17031N	4	9503365	102793025	whole_chrom_dup	2	2	1	NA	NA	no_sub
10-17031T--10-17031N	4	102793960	102902574	gain_3	4	1	0.114624123761178	4	2	subclonal
10-17031T--10-17031N	4	102904879	114825108	whole_chrom_dup	2	2	1	NA	NA	no_sub
10-17031T--10-17031N	4	114828261	115483104	LOH	2	0	1	NA	NA	no_sub
10-17031T--10-17031N	4	115483440	164506444	whole_chrom_dup	2	2	1	NA	NA	no_sub
10-17031T--10-17031N	4	164574085	181201776	LOH	2	0	0.546676335508824	2	1	subclonal
10-17031T--10-17031N	4	181202891	189869091	whole_chrom_dup	2	2	1	NA	NA	no_sub
10-17031T--10-17031N	5	857807	181291265	whole_chrom_dup	2	2	1	NA	NA	no_sub
10-17031T--10-17031N	6	205610	36295214	LOH_3	4	0	1	NA	NA	no_sub
10-17031T--10-17031N	6	36315670	170636804	whole_chrom_dup	2	2	1	NA	NA	no_sub
10-17031T--10-17031N	7	82180	27212157	whole_chrom_dup	3	2	0.4673985755322	4	2	subclonal
10-17031T--10-17031N	7	27236185	159335860	whole_chrom_dup	2	2	1	NA	NA	no_sub
10-17031T--10-17031N	8	206504	36618324	gain	2	1	0.403480783176215	2	2	subclonal
10-17031T--10-17031N	8	36621276	145074901	whole_chrom_dup	2	2	1	NA	NA	no_sub
10-17031T--10-17031N	9	214719	38763618	whole_chrom_dup	2	2	1	NA	NA	no_sub
10-17031T--10-17031N	9	61976589	61976589	LOH_2	3	0	0.51522842639594	3	1	subclonal
10-17031T--10-17031N	9	68418585	108790971	LOH	2	0	1	NA	NA	no_sub
10-17031T--10-17031N	9	108862962	109154133	whole_chrom_dup	2	2	1	NA	NA	no_sub
10-17031T--10-17031N	9	109156820	109194319	LOH	2	0	1	NA	NA	no_sub
10-17031T--10-17031N	9	109196673	138174508	whole_chrom_dup	2	2	1	NA	NA	no_sub
10-17031T--10-17031N	10	48601	133422185	whole_chrom_dup	2	2	1	NA	NA	no_sub
10-17031T--10-17031N	11	196944	123990374	whole_chrom_dup	2	2	1	NA	NA	no_sub
10-17031T--10-17031N	11	123991168	126851610	gain	2	1	0.43356487665865	2	2	subclonal
10-17031T--10-17031N	11	126851872	134989435	whole_chrom_dup	2	2	1	NA	NA	no_sub
10-17031T--10-17031N	12	79119	133262770	whole_chrom_dup	2	2	1	NA	NA	no_sub
10-17031T--10-17031N	13	18881817	95899200	whole_chrom_dup	2	2	1	NA	NA	no_sub
10-17031T--10-17031N	13	95902290	114344377	LOH	2	0	1	NA	NA	no_sub
10-17031T--10-17031N	14	19956892	106881246	whole_chrom_dup	2	2	1	NA	NA	no_sub
10-17031T--10-17031N	15	19796608	20007545	whole_chrom_dup	2	2	1	NA	NA	no_sub
10-17031T--10-17031N	15	23398749	101890963	whole_chrom_dup	2	2	1	NA	NA	no_sub
10-17031T--10-17031N	16	44080	89977620	whole_chrom_dup	2	2	1	NA	NA	no_sub
10-17031T--10-17031N	17	151596	79997640	whole_chrom_dup	2	2	1	NA	NA	no_sub
10-17031T--10-17031N	18	125371	79999306	whole_chrom_dup	2	2	1	NA	NA	no_sub
10-17031T--10-17031N	19	226776	58580561	whole_chrom_dup	2	2	1	NA	NA	no_sub
10-17031T--10-17031N	20	20002746	64324353	whole_chrom_dup	2	2	1	NA	NA	no_sub
10-17031T--10-17031N	21	13901122	46682701	whole_chrom_dup	2	2	1	NA	NA	no_sub
10-17031T--10-17031N	22	16386789	49999695	whole_chrom_dup	2	2	1	NA	NA	no_sub
10-17031T--10-17031N	X	1336938	2698739	LOH	2	0	1	NA	NA	no_sub
10-17031T--10-17031N	X	155703951	155999818	LOH	2	0	0.383079526226725	3	0	subclonal
10-17838T--10-17838N	1	841166	121585648	normal	1	1	1	NA	NA	no_sub
10-17838T--10-17838N	1	143912482	143912482	NA	NA	NA	1	NA	NA	no_sub
10-17838T--10-17838N	1	146984651	248881098	normal	1	1	1	NA	NA	no_sub
10-17838T--10-17838N	2	14970	242043342	normal	1	1	1	NA	NA	no_sub
10-17838T--10-17838N	3	18918	75701647	normal	1	1	1	NA	NA	no_sub
10-17838T--10-17838N	3	75707364	75767293	LOH_2	3	0	1	NA	NA	no_sub
10-17838T--10-17838N	3	75771771	198052601	normal	1	1	1	NA	NA	no_sub
10-17838T--10-17838N	4	11870	39241688	normal	1	1	1	NA	NA	no_sub
10-17838T--10-17838N	4	39245848	39569731	LOH	2	0	1	NA	NA	no_sub
10-17838T--10-17838N	4	39575939	189869091	normal	1	1	1	NA	NA	no_sub
10-17838T--10-17838N	5	889212	181288809	normal	1	1	1	NA	NA	no_sub
10-17838T--10-17838N	6	160271	170569798	normal	1	1	1	NA	NA	no_sub
10-17838T--10-17838N	7	80631	159330245	normal	1	1	1	NA	NA	no_sub
10-17838T--10-17838N	8	266344	145074901	normal	1	1	1	NA	NA	no_sub
10-17838T--10-17838N	9	206512	38763618	normal	1	1	1	NA	NA	no_sub
10-17838T--10-17838N	9	61664314	61686417	normal	1	1	1	NA	NA	no_sub
10-17838T--10-17838N	9	68418585	138172039	normal	1	1	1	NA	NA	no_sub
10-17838T--10-17838N	10	48486	38747219	normal	1	1	1	NA	NA	no_sub
10-17838T--10-17838N	10	42150150	42292768	LOH_3	4	0	1	NA	NA	no_sub
10-17838T--10-17838N	10	42837679	133403527	normal	1	1	1	NA	NA	no_sub
10-17838T--10-17838N	11	199153	90294376	normal	1	1	1	NA	NA	no_sub
10-17838T--10-17838N	11	90294821	116455421	deletion	1	0	1	NA	NA	no_sub
10-17838T--10-17838N	11	116480794	134999702	normal	1	1	1	NA	NA	no_sub
10-17838T--10-17838N	12	79119	133262620	normal	1	1	1	NA	NA	no_sub
10-17838T--10-17838N	13	18901890	114344377	normal	1	1	1	NA	NA	no_sub
10-17838T--10-17838N	14	19965357	106860008	normal	1	1	1	NA	NA	no_sub
10-17838T--10-17838N	15	19856085	20007545	normal	1	1	1	NA	NA	no_sub
10-17838T--10-17838N	15	23589353	101890963	normal	1	1	1	NA	NA	no_sub
10-17838T--10-17838N	16	33807	89917016	normal	1	1	1	NA	NA	no_sub
10-17838T--10-17838N	17	152087	79991703	normal	1	1	1	NA	NA	no_sub
10-17838T--10-17838N	18	125632	79996664	normal	1	1	1	NA	NA	no_sub
10-17838T--10-17838N	19	240554	58585941	normal	1	1	1	NA	NA	no_sub
10-17838T--10-17838N	20	20001903	64283878	normal	1	1	1	NA	NA	no_sub
10-17838T--10-17838N	21	13900911	46681423	normal	1	1	1	NA	NA	no_sub
10-17838T--10-17838N	22	16386087	22357438	normal	1	1	1	NA	NA	no_sub
10-17838T--10-17838N	22	22358394	22882323	deletion	1	0	1	NA	NA	no_sub
10-17838T--10-17838N	22	22889323	49999547	normal	1	1	1	NA	NA	no_sub
10-17838T--10-17838N	X	1334607	155991196	deletion	1	0	0.521947909598627	1	1	subclonal
10-20030T--10-20030N	1	841166	121582199	deletion	1	0	1	NA	NA	no_sub
10-20030T--10-20030N	1	145805315	248929286	deletion	1	0	1	NA	NA	no_sub
10-20030T--10-20030N	2	11320	88861810	normal	1	1	1	NA	NA	no_sub
10-20030T--10-20030N	2	88862035	89025610	LOH_3	4	0	0.524847766835567	5	0	subclonal
10-20030T--10-20030N	2	91768644	242043544	normal	1	1	1	NA	NA	no_sub
10-20030T--10-20030N	3	18918	75641600	normal	1	1	1	NA	NA	no_sub
10-20030T--10-20030N	3	75643056	75744417	LOH_2	3	0	1	NA	NA	no_sub
10-20030T--10-20030N	3	75745022	144933202	normal	1	1	1	NA	NA	no_sub
10-20030T--10-20030N	3	144945324	198119409	high_gain	7	1	1	NA	NA	no_sub
10-20030T--10-20030N	4	11870	8946635	normal	1	1	1	NA	NA	no_sub
10-20030T--10-20030N	4	9187033	9243453	high_LOH	8	0	1	NA	NA	no_sub
10-20030T--10-20030N	4	9503365	189869091	normal	1	1	1	NA	NA	no_sub
10-20030T--10-20030N	5	850088	181236035	normal	1	1	1	NA	NA	no_sub
10-20030T--10-20030N	6	147691	41700458	high_LOH	12	0	1	NA	NA	no_sub
10-20030T--10-20030N	6	41702320	64933862	normal	1	1	1	NA	NA	no_sub
10-20030T--10-20030N	6	64934312	170612706	deletion	1	0	1	NA	NA	no_sub
10-20030T--10-20030N	7	82180	51847215	high_gain	5	1	1	NA	NA	no_sub
10-20030T--10-20030N	7	51848749	159318187	normal	1	1	1	NA	NA	no_sub
10-20030T--10-20030N	8	209179	78850711	deletion	1	0	0.158191554152926	1	1	subclonal
10-20030T--10-20030N	8	78937834	145075236	high_LOH	5	0	0.256938347478302	5	1	subclonal
10-20030T--10-20030N	9	203937	38773523	normal	1	1	1	NA	NA	no_sub
10-20030T--10-20030N	9	61665362	61978077	normal	1	1	1	NA	NA	no_sub
10-20030T--10-20030N	9	68422860	138174508	normal	1	1	1	NA	NA	no_sub
10-20030T--10-20030N	10	49134	677176	normal	1	1	0.800462926011657	2	1	subclonal
10-20030T--10-20030N	10	678694	679547	high_LOH	9	0	1	NA	NA	no_sub
10-20030T--10-20030N	10	683431	133420469	normal	1	1	1	NA	NA	no_sub
10-20030T--10-20030N	11	196944	106545578	normal	1	1	1	NA	NA	no_sub
10-20030T--10-20030N	11	106552255	116700252	high_LOH	6	0	1	NA	NA	no_sub
10-20030T--10-20030N	11	116703747	118082973	normal	1	1	1	NA	NA	no_sub
10-20030T--10-20030N	11	118083366	119970640	gain_2	3	1	1	NA	NA	no_sub
10-20030T--10-20030N	11	119983805	126878933	normal	1	1	1	NA	NA	no_sub
10-20030T--10-20030N	11	126887866	134999713	gain_2	3	1	0.738579828132067	4	1	subclonal
10-20030T--10-20030N	12	79119	55115757	normal	1	1	1	NA	NA	no_sub
10-20030T--10-20030N	12	55115906	133254685	normal	1	1	0.857241768203459	2	1	subclonal
10-20030T--10-20030N	13	18900340	114330230	normal	1	1	1	NA	NA	no_sub
10-20030T--10-20030N	14	19956892	106878547	normal	1	1	1	NA	NA	no_sub
10-20030T--10-20030N	15	19811558	19993405	normal	1	1	1	NA	NA	no_sub
10-20030T--10-20030N	15	23400224	101850669	normal	1	1	1	NA	NA	no_sub
10-20030T--10-20030N	16	33807	89999852	normal	1	1	1	NA	NA	no_sub
10-20030T--10-20030N	17	151596	22142948	high_LOH	5	0	1	NA	NA	no_sub
10-20030T--10-20030N	17	22143735	22744696	normal	1	1	1	NA	NA	no_sub
10-20030T--10-20030N	17	26955953	79991703	normal	1	1	1	NA	NA	no_sub
10-20030T--10-20030N	18	125632	79998683	normal	1	1	1	NA	NA	no_sub
10-20030T--10-20030N	19	245631	58567243	normal	1	1	1	NA	NA	no_sub
10-20030T--10-20030N	20	20006282	64324353	normal	1	1	1	NA	NA	no_sub
10-20030T--10-20030N	21	13901214	46677698	normal	1	1	1	NA	NA	no_sub
10-20030T--10-20030N	22	16385677	49999695	normal	1	1	1	NA	NA	no_sub
10-20030T--10-20030N	X	1336907	2691262	normal	1	1	1	NA	NA	no_sub
10-20030T--10-20030N	X	155703951	155999818	normal	1	1	1	NA	NA	no_sub
10-26934T--10-26934N	1	876336	73188352	normal	1	1	1	NA	NA	no_sub
10-26934T--10-26934N	1	73298583	78430284	deletion	1	0	1	NA	NA	no_sub
10-26934T--10-26934N	1	78432281	78645734	normal	1	1	1	NA	NA	no_sub
10-26934T--10-26934N	1	78657109	112693799	deletion	1	0	1	NA	NA	no_sub
10-26934T--10-26934N	1	112708266	112735956	normal	1	1	1	NA	NA	no_sub
10-26934T--10-26934N	1	112737646	112917054	deletion	1	0	1	NA	NA	no_sub
10-26934T--10-26934N	1	112960346	121591163	normal	1	1	1	NA	NA	no_sub
10-26934T--10-26934N	1	143551305	143724724	normal	1	1	0.883966793467559	2	1	subclonal
10-26934T--10-26934N	1	146885553	248833372	normal	1	1	1	NA	NA	no_sub
10-26934T--10-26934N	2	10853	88831873	normal	1	1	1	NA	NA	no_sub
10-26934T--10-26934N	2	88832676	89002376	deletion	0	0	0.714165920493468	1	0	subclonal
10-26934T--10-26934N	2	89022255	223770058	normal	1	1	1	NA	NA	no_sub
10-26934T--10-26934N	2	223788719	230328083	deletion	1	0	1	NA	NA	no_sub
10-26934T--10-26934N	2	230333905	242043342	normal	1	1	1	NA	NA	no_sub
10-26934T--10-26934N	3	18519	109554151	normal	1	1	1	NA	NA	no_sub
10-26934T--10-26934N	3	109555912	198115487	gain	2	1	1	NA	NA	no_sub
10-26934T--10-26934N	4	70442	189869091	normal	1	1	1	NA	NA	no_sub
